uid,settlement_ru,district,street_ru,housenumber,current_zone,snap_distance_m,central_A_duration_min,central_B_distance_km,central_C_generalized_km,central_D_time_value,central_shortest_distance_km,central_segment_status,central_segment_flags,bam_B_distance_km,outer_B_distance_km
w319223032,Бендеры,Борисовка,улица 12 Октября,28,4,25.0,7.09,6.2889,6.2857,9.836,5.5178,,,2.1827,3.9723
w319227716,Бендеры,Борисовка,улица 12 Октября,29,4,18.1,7.26,6.358,6.3547,9.988,5.2849,,,1.9498,3.7394
w319223034,Бендеры,Борисовка,улица 12 Октября,30,4,19.0,7.16,6.317,6.3138,9.898,5.3258,,,1.9907,3.7803
w319227713,Бендеры,Борисовка,улица 12 Октября,31,4,9.7,7.39,6.5717,6.5678,10.268,5.2956,,,1.9605,3.7501
w319227862,Бендеры,Борисовка,улица 12 Октября,33,4,16.0,7.37,6.5879,6.584,10.273,5.3118,,,1.9767,3.7663
w319227717,Бендеры,Борисовка,улица 12 Октября,34,4,18.8,7.31,6.5615,6.5576,10.215,5.2854,,,1.9503,3.7399
w319227863,Бендеры,Борисовка,улица 12 Октября,35,4,30.7,7.44,6.6186,6.6147,10.341,5.3425,,,2.0074,3.797
w319227725,Бендеры,Борисовка,улица 12 Октября,36,4,16.4,7.46,6.6274,6.6235,10.36,5.189,,,1.8539,3.6435
w319227864,Бендеры,Борисовка,улица 12 Октября,37,4,20.9,7.48,6.635,6.6311,10.377,5.1814,,,1.8463,3.6359
w319227726,Бендеры,Борисовка,улица 12 Октября,38,4,13.0,7.54,6.6573,6.6534,10.426,5.1591,,,1.824,3.6136
w319305792,Бендеры,Борисовка,улица 12 Октября,39,4,14.5,7.53,6.6542,6.6503,10.419,5.1622,,,1.8271,3.6168
w319227727,Бендеры,Борисовка,улица 12 Октября,40,4,24.6,7.6,6.6835,6.6796,10.483,5.1329,,,1.7978,3.5874
w319305801,Бендеры,Борисовка,улица 12 Октября,41,4,19.9,7.58,6.6766,6.6727,10.468,5.1398,,,1.8047,3.5943
w319227732,Бендеры,Борисовка,улица 12 Октября,42,4,13.6,7.68,6.7181,6.7143,10.56,5.0983,,,1.7631,3.5528
w319227731,Бендеры,Борисовка,улица 12 Октября,44,4,11.7,7.72,6.7343,6.7304,10.595,5.0821,,,1.747,3.5366
w319305804,Бендеры,Борисовка,улица 12 Октября,45,4,16.4,7.65,6.7053,6.7014,10.531,5.1111,,,1.776,3.5656
w319227729,Бендеры,Борисовка,улица 12 Октября,46,4,15.4,7.77,6.755,6.7512,10.641,5.0614,,,1.7262,3.5159
w319305807,Бендеры,Борисовка,улица 12 Октября,47,4,20.9,7.71,6.7286,6.7248,10.583,5.0878,,,1.7527,3.5423
w319227728,Бендеры,Борисовка,улица 12 Октября,48,4,10.3,7.82,6.7751,6.7713,10.685,5.0413,,,1.7062,3.4958
w352148096,Бендеры,Борисовка,улица 12 Октября,49,4,20.3,7.75,6.7455,6.7416,10.62,5.0709,,,1.7358,3.5255
w91848803,Бендеры,Борисовка,улица 12 Октября,50,4,16.3,8.03,6.9064,6.9024,10.92,4.9823,,,1.6472,3.4368
w352148094,Бендеры,Борисовка,улица 12 Октября,51,4,15.5,7.8,6.7684,6.7645,10.67,5.048,,,1.7129,3.5026
w91848801,Бендеры,Борисовка,улица 12 Октября,52,3,16.6,8.09,4.9837,4.9773,9.026,4.9837,,,1.6486,3.4383
w352148095,Бендеры,Борисовка,улица 12 Октября,53,3,15.5,7.86,5.0255,5.0192,8.957,5.0255,,,1.6904,3.48
w352148098,Бендеры,Борисовка,улица 12 Октября,55,4,52.7,7.8,5.0,4.9937,8.901,5.0,,,1.6649,3.4546
w352155381,Бендеры,Борисовка,улица 12 Октября,57,3,22.8,7.72,4.9651,4.9588,8.823,4.9651,,,1.63,3.4196
w352155383,Бендеры,Борисовка,улица 12 Октября,59,3,30.4,7.66,4.9398,4.9335,8.768,4.9398,,,1.6047,3.3944
w352155384,Бендеры,Борисовка,улица 12 Октября,61,3,19.7,7.6,4.9158,4.9095,8.715,4.9158,,,1.5807,3.3704
w352155385,Бендеры,Борисовка,улица 12 Октября,63,3,13.1,7.54,4.8923,4.886,8.664,4.8923,,,1.5572,3.3468
w352155386,Бендеры,Борисовка,улица 12 Октября,65,3,12.1,7.51,4.8781,4.8718,8.632,4.8781,,,1.543,3.3326
w352155387,Бендеры,Борисовка,улица 12 Октября,67,3,21.6,7.44,4.8508,4.8444,8.572,4.8508,,,1.5157,3.3053
w352155388,Бендеры,Борисовка,улица 12 Октября,69,3,9.1,7.41,4.8347,4.8283,8.537,4.8347,,,1.4996,3.2892
w352668649,Бендеры,Борисовка,улица 12 Октября,71,3,34.6,7.33,4.8014,4.795,8.464,4.8014,,,1.4662,3.2559
w352668646,Бендеры,Борисовка,улица 12 Октября,73,3,23.1,7.28,4.7821,4.7757,8.421,4.7821,,,1.447,3.2366
w352668652,Бендеры,Борисовка,улица 12 Октября,75,3,20.3,7.23,4.761,4.7547,8.375,4.761,,,1.4259,3.2156
w352668630,Бендеры,Борисовка,улица 12 Октября,76,3,20.4,7.16,4.7674,4.7601,8.347,4.7674,,,1.4323,3.2219
w352668654,Бендеры,Борисовка,улица 12 Октября,77,3,16.3,7.16,4.731,4.7246,8.309,4.731,,,1.3959,3.1855
w352153727,Бендеры,Борисовка,улица 12 Октября,79,3,14.5,7.6,4.9784,4.9723,8.777,4.9784,,,1.6433,3.433
w318120142,Бендеры,Хомутяновка,улица 23 Августа,1,3,16.3,6.01,5.3007,5.2964,8.307,5.3007,,,3.5611,5.3508
n2330549394,Бендеры,Хомутяновка,улица 23 Августа,2,3,5.6,6.05,5.3165,5.3122,8.342,5.3165,,,3.577,5.3666
w320437638,Бендеры,Хомутяновка,улица 23 Августа,2,3,19.9,6.04,5.3133,5.309,8.335,5.3133,,,3.5737,5.3634
w318120135,Бендеры,Хомутяновка,улица 23 Августа,3,3,22.4,6.09,5.3347,5.3305,8.382,5.3347,,,3.5952,5.3848
w320437637,Бендеры,Хомутяновка,улица 23 Августа,4,3,21.5,6.08,5.3285,5.3243,8.369,5.3285,,,3.589,5.3786
w318120138,Бендеры,Хомутяновка,улица 23 Августа,5,3,15.9,6.13,5.3489,5.3447,8.413,5.3489,,,3.6094,5.399
w320437636,Бендеры,Хомутяновка,улица 23 Августа,6,3,20.2,6.11,5.3431,5.3388,8.401,5.3431,,,3.6036,5.3932
w318120139,Бендеры,Хомутяновка,улица 23 Августа,7,3,14.0,6.17,5.3666,5.3623,8.452,5.3666,,,3.6271,5.4167
w320437634,Бендеры,Хомутяновка,улица 23 Августа,8,3,16.9,6.15,5.356,5.3518,8.429,5.356,,,3.6165,5.4062
w320437632,Бендеры,Хомутяновка,улица 23 Августа,10,3,17.0,6.18,5.371,5.3667,8.462,5.371,,,3.6314,5.4211
w320437631,Бендеры,Хомутяновка,улица 23 Августа,12,3,15.7,6.24,5.3938,5.3896,8.511,5.3938,,,3.6543,5.4439
w320437629,Бендеры,Хомутяновка,улица 23 Августа,14,3,12.3,6.29,5.4185,5.4142,8.566,5.4185,,,3.6789,5.4686
w319366994,Бендеры,Хомутяновка,улица 23 Августа,39,3,14.8,6.25,5.4012,5.397,8.528,5.4012,,,3.6617,5.4513
w318120143,Бендеры,Хомутяновка,улица 23 Августа,41,3,16.4,5.98,5.2858,5.2815,8.274,5.2858,,,3.5462,5.3359
w315807223,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,3,3,15.6,6.47,5.62,5.616,8.856,5.62,,,2.9738,4.7635
w317053500,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,4,3,19.6,6.51,5.6353,5.6313,8.889,5.6353,,,2.9892,4.7788
w315851332,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,5,3,17.6,6.55,5.6525,5.6484,8.928,5.6525,,,3.0063,4.7959
w315851334,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,9,3,16.1,6.59,5.6708,5.6666,8.967,5.6708,,,3.0246,4.8142
w318120122,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,12,3,20.4,6.73,5.7486,5.7443,9.112,5.7486,,,3.087,4.8766
w318120121,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,14,3,18.8,6.68,5.7303,5.7259,9.072,5.7303,,,3.1053,4.895
w209416079,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,35,3,14.0,5.71,5.3005,5.2974,8.154,5.3005,,,2.6544,4.444
w316645004,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,35,3,14.2,5.93,5.3961,5.3928,8.363,5.3961,,,2.75,4.5396
w299629688,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,37,3,16.8,5.7,5.2988,5.2957,8.15,5.2988,,,2.6526,4.4423
w315618138,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,37,3,15.9,5.94,5.3966,5.3932,8.364,5.3966,,,2.7504,4.5401
w315851329,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,41,3,18.3,6.33,5.5633,5.5595,8.731,5.5633,,,2.9171,4.7067
w315807222,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,43,3,19.1,6.35,5.5697,5.5658,8.745,5.5697,,,2.9235,4.7131
w315618170,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,44,3,18.6,6.03,5.4353,5.4318,8.45,5.4353,,,2.7891,4.5787
w315618157,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,46,3,18.3,6.03,5.4354,5.4319,8.45,5.4354,,,2.7892,4.5789
w315807218,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,47,3,15.9,6.16,5.4875,5.4839,8.565,5.4875,,,2.8414,4.631
w209416093,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,68,3,20.8,5.47,5.2748,5.2719,8.011,5.2748,,,2.5107,4.3003
w209416075,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,70,3,20.0,5.46,5.2601,5.2572,7.99,5.2601,,,2.5254,4.315
w209416017,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,72,3,19.8,5.45,5.2476,5.2447,7.972,5.2476,,,2.5379,4.3276
w209416090,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,74,3,11.3,5.56,5.2371,5.2341,8.015,5.2371,,,2.5909,4.3805
w209287683,Бендеры,Хомутяновка,улица 40 лет Советской Пионерии,76,3,20.0,5.56,5.2375,5.2346,8.016,5.2375,,,2.5914,4.381
w318070645,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,1,4,14.6,6.71,6.251,6.247,9.608,5.7026,,,2.3675,4.1571
w318072368,Бендеры,Борисовка,улица 50 лет ВЛКСМ,5,3,16.4,6.35,6.0936,6.0907,9.27,5.1033,,,1.7682,3.5578
w399052058,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,5а/1,3,43.1,6.29,5.8865,5.8835,9.032,5.3643,,,2.0291,3.8188
w184989565,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,5а/4,3,108.4,6.17,5.855,5.8511,8.938,5.3328,,,1.9977,3.7873
w373899387,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,6,4,15.4,7.17,6.3929,6.3887,9.978,5.8445,,,2.5094,4.299
n3773251959,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,6а,3,15.2,6.94,6.3985,6.3942,9.867,5.8501,,,2.515,4.3046
w373899213,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,6а,3,21.0,8.21,5.9638,5.9595,10.068,5.9638,,,2.6419,4.4315
n4162783293,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,7а,4,9.0,6.95,5.991,5.9866,9.467,5.991,,,2.6595,4.4491
n8929118892,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,7а,4,10.6,6.98,6.0101,6.0056,9.501,5.9756,,,2.6405,4.4301
w209273607,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,7а,4,16.1,7.84,6.6681,6.6634,10.587,6.1197,,,2.7846,4.5742
w209273604,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,11,4,33.1,7.14,6.3757,6.3715,9.943,5.8273,,,2.4922,4.2818
w209273610,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,13,3,18.4,6.6,6.0127,6.0096,9.311,5.3049,,,1.9698,3.7595
w516134057,Бендеры,Борисовка,улица 50 лет ВЛКСМ,19а,3,5.5,6.18,5.9445,5.9416,9.035,5.1986,,,1.8635,3.6531
w317148591,Бендеры,Борисовка,улица 50 лет ВЛКСМ,21,3,13.9,6.28,5.9833,5.9803,9.121,5.2374,,,1.9022,3.6919
w317148594,Бендеры,Борисовка,улица 50 лет ВЛКСМ,25,3,14.1,6.41,6.0371,6.034,9.24,5.2912,,,1.9561,3.7457
w317148596,Бендеры,Борисовка,улица 50 лет ВЛКСМ,27,3,14.5,6.44,6.0536,6.0505,9.276,5.3077,,,1.9726,3.7622
w317148597,Бендеры,Борисовка,улица 50 лет ВЛКСМ,29,3,19.9,6.51,6.0796,6.0764,9.333,5.3337,,,1.9986,3.7882
w317148599,Бендеры,Борисовка,улица 50 лет ВЛКСМ,31,3,17.6,6.53,6.0875,6.0843,9.351,5.3416,,,2.0065,3.7961
w209273637,Бендеры,Борисовка,улица 50 лет ВЛКСМ,50,3,13.7,6.57,6.0618,6.0588,9.345,5.2237,,,1.8886,3.6783
w209273585,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,50а,3,17.1,6.48,5.9893,5.9862,9.228,5.2815,,,1.9464,3.736
w304053793,Бендеры,Хомутяновка,улица 50 лет ВЛКСМ,52б,3,27.3,5.92,5.7543,5.7513,8.714,5.7543,,,2.0313,3.8209
w161058100,Бендеры,Хомутяновка,улица Академика Фёдорова,3,1,15.3,2.29,1.3544,1.3521,2.499,1.3544,,,4.0898,2.6068
w161058096,Бендеры,Хомутяновка,улица Академика Фёдорова,5,1,18.0,2.32,1.4735,1.4711,2.634,1.4386,,,4.209,2.726
w222774404,Бендеры,Хомутяновка,улица Академика Фёдорова,16,1,17.5,1.95,1.3179,1.3156,2.291,1.283,,,4.0533,2.5703
w222774405,Бендеры,Хомутяновка,улица Академика Фёдорова,16,1,14.9,2.0,1.3519,1.3496,2.353,1.244,,,4.0873,2.6043
w222774403,Бендеры,Хомутяновка,улица Академика Фёдорова,18,1,13.1,2.41,1.4397,1.4372,2.645,1.4047,,,4.1751,2.6921
w222774402,Бендеры,Хомутяновка,улица Академика Фёдорова,20,1,19.7,2.17,1.4103,1.408,2.495,1.3754,,,4.1458,2.6628
w222774401,Бендеры,Хомутяновка,улица Академика Фёдорова,24,1,20.8,2.25,1.4447,1.4424,2.571,1.4098,,,4.1802,2.6972
w222774400,Бендеры,Хомутяновка,улица Академика Фёдорова,26,1,21.5,2.35,1.485,1.4826,2.659,1.4501,,,4.2205,2.7375
w222774399,Бендеры,Хомутяновка,улица Академика Фёдорова,28,1,19.9,2.44,1.5231,1.5207,2.743,1.4881,,,4.2585,2.7755
w136395357,Бендеры,Хомутяновка,улица Академика Фёдорова,30,1,31.1,2.51,1.5513,1.5489,2.805,1.5164,,,4.2867,2.8037
w319223038,Бендеры,Борисовка,улица Богдана Хмельницкого,1,4,10.9,7.0,6.4421,6.4385,9.945,5.1659,,,1.8308,3.6205
n2322112854,Бендеры,Борисовка,улица Богдана Хмельницкого,2,4,7.3,6.98,6.4332,6.4297,9.925,5.1571,,,1.822,3.6116
w209267135,Бендеры,Борисовка,улица Богдана Хмельницкого,3,4,13.0,6.67,6.2743,6.2713,9.608,4.9126,,,1.5775,3.3672
w209267157,Бендеры,Борисовка,улица Богдана Хмельницкого,16,4,21.8,6.4,6.2697,6.2668,9.469,4.851,,,1.5159,3.3055
w318071344,Бендеры,Борисовка,улица Богдана Хмельницкого,18,4,37.3,6.39,6.2572,6.2543,9.451,4.8634,,,1.5283,3.3179
w318071347,Бендеры,Борисовка,улица Богдана Хмельницкого,19,4,12.3,6.61,6.279,6.2759,9.586,5.0028,,,1.6677,3.4573
w209267146,Бендеры,Борисовка,улица Богдана Хмельницкого,20,4,21.3,6.37,6.2398,6.2369,9.425,4.8809,,,1.5458,3.3354
w318071350,Бендеры,Борисовка,улица Богдана Хмельницкого,21,4,13.6,6.61,6.28,6.2769,9.588,5.0039,,,1.6688,3.4584
w209267170,Бендеры,Борисовка,улица Богдана Хмельницкого,22,4,20.8,6.35,6.2241,6.2212,9.401,4.8966,,,1.5615,3.3511
w209267180,Бендеры,Борисовка,улица Богдана Хмельницкого,24,4,7.8,6.47,6.2196,6.2166,9.455,4.9434,,,1.6083,3.3979
w318072376,Бендеры,Борисовка,улица Богдана Хмельницкого,24,4,10.4,6.69,6.3129,6.3096,9.66,5.0367,,,1.7016,3.4912
w209267156,Бендеры,Борисовка,улица Богдана Хмельницкого,26,4,12.9,6.47,6.219,6.216,9.453,4.9428,,,1.6077,3.3974
w209267127,Бендеры,Борисовка,улица Богдана Хмельницкого,28,4,21.3,6.31,6.1715,6.1686,9.325,4.9491,,,1.614,3.4036
w315109552,Бендеры,Хомутяновка,улица Бориса Главана,3,3,15.2,4.68,4.328,4.325,6.666,4.328,,,3.5391,5.5805
w315109554,Бендеры,Хомутяновка,улица Бориса Главана,5,3,14.8,4.72,4.3105,4.3074,6.671,4.3105,,,3.5216,5.5629
w315109553,Бендеры,Хомутяновка,улица Бориса Главана,5а,3,22.4,4.75,4.2761,4.2731,6.649,4.2761,,,3.5823,5.5286
w319386246,Бендеры,Хомутяновка,улица Бориса Главана,7,3,12.6,4.87,4.3749,4.3717,6.812,4.3749,,,3.586,5.6273
w319386245,Бендеры,Хомутяновка,улица Бориса Главана,9,3,15.1,4.97,4.4143,4.411,6.899,4.4143,,,3.6254,5.6667
w352314379,Бендеры,Хомутяновка,улица Бориса Главана,11,3,16.3,5.06,4.4535,4.4501,6.986,4.4535,,,3.6646,5.7059
w352314370,Бендеры,Хомутяновка,улица Бориса Главана,13,3,16.6,5.18,4.5029,4.4994,7.094,4.5029,,,3.7141,5.7554
w352314367,Бендеры,Хомутяновка,улица Бориса Главана,15,3,15.6,5.26,4.5377,4.5341,7.17,4.5377,,,3.7489,5.7902
w304088451,Бендеры,Хомутяновка,улица Бориса Главана,16,3,26.1,4.72,4.3461,4.343,6.706,4.3461,,,3.5573,5.5986
