uid,district,street,house,current_zone,snap_m,true_shortest_km,current_osrm_km,current_minus_true_km,overstated_gt_10pct,owner_review_required
w211496787,Хомутяновка,Комсомольская улица,6,1,22.3,1.5562,1.5512,-0.005,False,True
w211496781,Хомутяновка,Комсомольская улица,7A,1,39.9,1.5242,1.4449,-0.0793,False,True
w211496770,Хомутяновка,Комсомольская улица,8,1,18.2,1.5562,1.566,0.0098,False,True
w415723868,Хомутяновка,Комсомольская улица,10,1,22.3,1.5562,1.566,0.0098,False,True
w290334258,Хомутяновка,Комсомольская улица,44,1,42.3,1.3674,1.4077,0.0403,False,True
w318057741,Борисовка,Кооперативный тупик,5,2,16.4,3.717,4.0727,0.3557,False,True
w318071328,Борисовка,Кооперативный тупик,6,2,16.6,3.717,4.0705,0.3535,False,True
w352263831,Хомутяновка,Лесовой переулок,2,4,13.7,5.8115,6.0645,0.253,False,True
n2337880821,Хомутяновка,Лесовой переулок,3,4,36.3,5.7707,6.0295,0.2588,False,True
w352263797,Хомутяновка,Лесовой переулок,5,4,17.1,5.8115,6.0782,0.2667,False,True
w352265856,Хомутяновка,Лесовой переулок,7,4,19.7,5.7707,6.0099,0.2392,False,True
w352263835,Хомутяновка,Лесовой переулок,22,4,28.7,5.7533,6.0989,0.3456,False,True
w352263837,Хомутяновка,Лесовой переулок,22а,4,19.1,5.7533,6.1103,0.357,False,True
w317051448,Хомутяновка,Молодёжная улица,1,3,24.4,5.2347,5.6937,0.459,False,True
w318070636,Хомутяновка,Молодёжная улица,9,3,23.0,5.2808,5.8656,0.5848,True,True
w318070630,Хомутяновка,Молодёжная улица,11,3,26.4,5.307,5.8658,0.5588,True,True
w317051494,Хомутяновка,Молодёжная улица,12,3,26.0,5.2347,5.7326,0.4979,False,True
w317051475,Хомутяновка,Молодёжная улица,14,3,23.8,5.2347,5.7334,0.4987,False,True
w317051503,Хомутяновка,Молодёжная улица,15,3,42.2,5.2698,5.7681,0.4983,False,True
w317051477,Хомутяновка,Молодёжная улица,17,3,24.0,5.2698,5.7844,0.5146,False,True
w184989536,Хомутяновка,Молодёжная улица,52,3,23.0,5.1839,5.4708,0.2869,False,True
w209654410,Хомутяновка,Молодёжная улица,52а/1,3,29.3,5.1984,5.6292,0.4308,False,True
w161058097,Хомутяновка,Московская улица,2,1,21.2,1.3227,1.3123,-0.0104,False,True
w291423988,Хомутяновка,Московская улица,9,1,33.0,1.239,1.2893,0.0503,False,True
n2339316692,Борисовка,Новый проезд,1/3,4,16.9,4.3339,7.0585,2.7246,True,True
n2334334346,Борисовка,Новый проезд,1а,3,20.8,4.243,7.0005,2.7575,True,True
w184989559,Борисовка,Новый проезд,1а,3,39.2,4.2049,4.5225,0.3176,False,True
n2334334349,Борисовка,Новый проезд,3а,4,16.8,4.2049,6.9281,2.7232,True,True
n2334338352,Борисовка,Новый проезд,4,4,27.3,4.3339,7.027,2.6931,True,True
n2334338353,Борисовка,Новый проезд,5,4,20.6,4.4347,7.0316,2.5969,True,True
n2334338351,Борисовка,Новый проезд,10,4,7.2,4.3988,7.1078,2.709,True,True
n2334331716,Борисовка,Новый проезд,40,4,17.3,4.257,6.8819,2.6249,True,True
n2334331723,Борисовка,Новый проезд,46,4,26.6,4.2172,6.8938,2.6766,True,True
w91848805,Борисовка,Одесская улица,1,2,16.6,4.1219,4.4675,0.3456,False,True
w91848809,Борисовка,Одесская улица,3,4,17.5,4.3412,6.7668,2.4256,True,True
w91848807,Борисовка,Одесская улица,4,3,30.2,4.3182,4.6565,0.3383,False,True
w91848799,Борисовка,Одесская улица,5,4,16.1,4.3591,6.7179,2.3588,True,True
w209267174,Борисовка,Одесская улица,6,3,62.4,4.236,4.722,0.486,True,True
w209267141,Борисовка,Одесская улица,8,3,30.1,4.1142,4.826,0.7118,True,True
w209267152,Борисовка,Одесская улица,10,3,16.9,4.1597,4.8966,0.7369,True,True
w209267119,Борисовка,Одесская улица,12,3,33.6,4.3676,4.9544,0.5868,True,True
w209267172,Борисовка,Одесская улица,14,4,17.2,4.3273,6.6819,2.3546,True,True
w209267114,Борисовка,Одесская улица,27,4,18.9,4.3167,6.6502,2.3335,True,True
w91848812,Борисовка,Одесская улица,33,2,27.2,4.097,4.4313,0.3343,False,True
w91848808,Борисовка,Одесская улица,35,2,36.7,4.1334,4.457,0.3236,False,True
w91848810,Борисовка,Одесская улица,37,3,16.8,4.1838,4.5338,0.35,False,True
w91848811,Борисовка,Одесская улица,39,3,24.2,4.2326,4.5732,0.3406,False,True
w224682791,Борисовка,Одесская улица,67а,3,63.6,4.2581,4.5904,0.3323,False,True
w209273611,Хомутяновка,Пионерская улица,3,4,16.7,5.2612,6.3295,1.0683,True,True
w209273594,Хомутяновка,Пионерская улица,5,4,19.1,5.2988,6.3689,1.0701,True,True
w209273613,Хомутяновка,Пионерская улица,5,4,40.8,5.1922,6.3156,1.1234,True,True
w209273580,Борисовка,Пионерская улица,7,4,16.6,5.2836,6.4348,1.1512,True,True
w209273616,Хомутяновка,Пионерская улица,7,4,20.1,5.2081,6.3808,1.1727,True,True
w209273593,Хомутяновка,Пионерская улица,9,4,14.7,5.1733,6.3397,1.1664,True,True
w209273618,Борисовка,Пионерская улица,9,4,33.4,5.1143,6.3028,1.1885,True,True
w352669559,Борисовка,Пионерская улица,15,4,32.5,5.239,6.4251,1.1861,True,True
w222986045,Борисовка,Пионерская улица,19,4,16.9,5.6419,6.8098,1.1679,True,True
w222986047,Борисовка,Пионерская улица,21,4,14.2,5.6419,6.794,1.1521,True,True
w222986049,Борисовка,Пионерская улица,23,4,26.4,5.5844,6.7681,1.1837,True,True
w103992693,Борисовка,Пионерская улица,27,4,16.5,5.7804,6.9328,1.1524,True,True
w103992762,Борисовка,Пионерская улица,27,4,20.1,5.725,6.8993,1.1743,True,True
w103992885,Борисовка,Пионерская улица,27,4,13.9,5.7106,6.8705,1.1599,True,True
w352670176,Борисовка,Пионерская улица,27,4,21.8,5.5844,6.7499,1.1655,True,True
w103992864,Борисовка,Пионерская улица,31,4,15.8,5.805,6.9582,1.1532,True,True
w103992858,Борисовка,Пионерская улица,33,4,17.5,5.805,6.975,1.17,True,True
w103992712,Борисовка,Пионерская улица,35,4,15.4,5.7114,6.8606,1.1492,True,True
w103992696,Борисовка,Пионерская улица,37,4,17.3,5.7114,6.8814,1.17,True,True
w318090605,Борисовка,Пионерский переулок,7,4,16.4,4.8922,6.0966,1.2044,True,True
w353044316,Хомутяновка,Протягайловская улица,12,3,21.4,4.5548,4.7031,0.1483,False,True
w354630979,Хомутяновка,Протягайловская улица,13,3,12.4,4.12,4.2855,0.1655,False,True
w353044314,Хомутяновка,Протягайловская улица,16,3,58.3,4.4565,4.3544,-0.1021,False,True
w353978195,Хомутяновка,Протягайловская улица,17,3,43.3,4.3066,4.3813,0.0747,False,True
w353044313,Хомутяновка,Протягайловская улица,18,3,41.3,4.4565,4.3765,-0.08,False,True
w353975790,Хомутяновка,Протягайловская улица,19,3,23.9,4.3066,4.4022,0.0956,False,True
w353044312,Хомутяновка,Протягайловская улица,20,3,36.3,4.4565,4.4021,-0.0544,False,True
w353044311,Хомутяновка,Протягайловская улица,22,3,27.7,4.2774,4.4248,0.1474,False,True
n2321993999,Хомутяновка,Путейская улица,2,3,16.9,4.8045,5.1359,0.3314,False,True
w301982104,Хомутяновка,Путейская улица,4,3,66.6,4.7131,4.9066,0.1935,False,True
w301982107,Хомутяновка,Путейская улица,6,3,32.4,4.7131,4.8846,0.1715,False,True
w301982108,Хомутяновка,Путейская улица,10,3,28.7,4.6941,4.8532,0.1591,False,True
w301982110,Хомутяновка,Путейская улица,10а,3,30.3,4.6739,4.8308,0.1569,False,True
w301982111,Хомутяновка,Путейская улица,12,3,32.8,4.6739,4.818,0.1441,False,True
w301982112,Хомутяновка,Путейская улица,12а,3,41.6,4.6066,4.802,0.1954,False,True
w301982113,Хомутяновка,Путейская улица,12б,3,30.8,4.6283,4.8029,0.1746,False,True
w352064506,Хомутяновка,Санаторная улица,2,3,45.2,5.087,5.525,0.438,False,True
w352284664,Хомутяновка,Санаторная улица,56,3,21.1,5.3761,5.807,0.4309,False,True
w352265835,Хомутяновка,Санаторная улица,58,4,44.0,5.3761,5.8451,0.469,False,True
w352163177,Хомутяновка,Санаторная улица,70,4,34.6,5.2417,5.9252,0.6835,True,True
w352163171,Хомутяновка,Санаторная улица,72,4,24.6,5.5405,5.9607,0.4202,False,True
w352163169,Хомутяновка,Санаторная улица,74,4,24.6,5.5405,5.9702,0.4297,False,True
w161058110,Хомутяновка,Севастопольская улица,1а,3,30.9,4.4727,4.6997,0.227,False,True
w302066913,Хомутяновка,Севастопольская улица,2,3,40.4,4.6648,4.8973,0.2325,False,True
w302066914,Хомутяновка,Севастопольская улица,4,3,59.9,4.6648,4.9176,0.2528,False,True
w161058104,Хомутяновка,Севастопольская улица,4а,3,29.6,4.486,4.7015,0.2155,False,True
w161058112,Хомутяновка,Севастопольская улица,5,3,41.5,4.5411,4.7405,0.1994,False,True
w302066902,Хомутяновка,Севастопольская улица,10,3,36.8,4.5181,4.7313,0.2132,False,True
w302066901,Хомутяновка,Севастопольская улица,12,3,20.6,4.5181,4.7181,0.2,False,True
w302066903,Хомутяновка,Севастопольская улица,14,3,20.7,4.5181,4.7016,0.1835,False,True
w302066894,Хомутяновка,Севастопольская улица,16,3,38.2,4.5181,4.6754,0.1573,False,True
w303915676,Хомутяновка,Севастопольская улица,24,3,28.2,4.2906,4.4406,0.15,False,True
w304088452,Хомутяновка,Севастопольская улица,26,3,31.5,4.2106,4.4029,0.1923,False,True
w302074753,Хомутяновка,Треугольный переулок,1,3,35.4,5.1366,5.3013,0.1647,False,True
w351854665,Хомутяновка,Треугольный переулок,2,3,37.5,5.1366,5.2992,0.1626,False,True
w302074755,Хомутяновка,Треугольный переулок,3,3,19.3,5.0338,5.2124,0.1786,False,True
w302369879,Хомутяновка,Треугольный переулок,4,3,65.5,5.0338,5.2623,0.2285,False,True
w302074746,Хомутяновка,Треугольный переулок,5,3,21.3,5.0338,5.2135,0.1797,False,True
w302369878,Хомутяновка,Треугольный переулок,6,3,48.5,5.0338,5.245,0.2112,False,True
w302074749,Хомутяновка,Треугольный переулок,7,3,62.0,5.0338,5.2584,0.2246,False,True
n4835076144,Хомутяновка,Треугольный переулок,8 кв. 2,3,16.4,5.1366,5.3294,0.1928,False,True
n4835076145,Хомутяновка,Треугольный переулок,8 кв. 3,3,29.9,5.1292,5.3232,0.194,False,True
w302074748,Хомутяновка,Треугольный переулок,9,3,46.5,5.0338,5.2427,0.2089,False,True
w302074747,Хомутяновка,Треугольный переулок,11,3,32.2,5.0338,5.2272,0.1934,False,True
w209267179,Борисовка,Фонтанная улица,5,4,40.1,4.3559,6.6232,2.2673,True,True
n2322107948,Борисовка,Фонтанная улица,8,4,82.4,4.3582,6.5431,2.1849,True,True
n5172818464,Борисовка,Фонтанная улица,18,4,76.8,4.5839,6.4721,1.8882,True,True
n2322107950,Борисовка,Фонтанная улица,22,4,35.9,4.5839,6.4304,1.8465,True,True
n2322107954,Борисовка,Фонтанная улица,24,4,30.5,4.6442,6.3672,1.723,True,True
w319134694,Борисовка,Фонтанная улица,30,4,40.8,4.7334,6.2634,1.53,True,True
n2322107952,Борисовка,Фонтанная улица,35,4,30.4,4.5839,6.3735,1.7896,True,True
n2322107955,Борисовка,Фонтанная улица,36,4,30.7,4.8466,6.1812,1.3346,True,True
n2322107953,Борисовка,Фонтанная улица,41,4,29.6,4.6442,6.2877,1.6435,True,True
w318090601,Борисовка,Фонтанная улица,41,4,33.8,4.6442,6.2882,1.644,True,True
w318090600,Борисовка,Фонтанная улица,43,4,45.8,4.6442,6.2744,1.6302,True,True
n2322107956,Борисовка,Фонтанная улица,59,4,24.3,4.7495,6.1914,1.4419,True,True
w318090596,Борисовка,Фонтанная улица,61,4,32.1,4.8014,6.1762,1.3748,True,True
w352667497,Борисовка,Хотинская улица,4,2,38.7,4.0106,4.3616,0.351,False,True
w352667495,Борисовка,Хотинская улица,4а,3,35.5,4.1178,4.811,0.6932,True,True
w352667496,Борисовка,Хотинская улица,4б,3,48.5,4.1112,4.8267,0.7155,True,True
w352667493,Борисовка,Хотинская улица,6,2,25.1,4.0106,4.3074,0.2968,False,True
w352667488,Борисовка,Хотинская улица,18,3,14.5,4.1178,4.7825,0.6647,True,True
w91848287,Борисовка,Хотинская улица,49,2,16.4,4.0252,4.4407,0.4155,True,True
w91848274,Борисовка,Хотинская улица,51,2,15.4,4.1281,4.4483,0.3202,False,True
w91848283,Борисовка,Хотинская улица,53,3,25.8,4.0565,4.5063,0.4498,True,True
w91848277,Борисовка,Хотинская улица,55,3,21.2,4.1467,4.4992,0.3525,False,True
w352153734,Борисовка,Хотинская улица,73,3,22.6,4.6138,5.0561,0.4423,False,True
