uid,osm_type,osm_id,unit_type,settlement,street_ru,housenumber,tier,lon,lat,weight,expected_km,expected_min,central_km,central_min,bam_km,bam_min,worst_origin_km,band_k4,band_k5
w352470491,w,352470491,unaddressed_residential_building,bender_core,улица Асаке,,A,29.45992,46.81162,0.5,3.678,4.672,3.674,4.618,4.6795,5.883,4.96,2,2
w405741160,w,405741160,unaddressed_residential_building,parkany,Садовая улица,,A,29.50768,46.83708,0.5,3.678,4.875,3.55,4.675,4.2477,5.93,6.017,2,2
n2457615994,n,2457615994,addressed_residential_building,parkany,улица Шевченко,9,A,29.51325,46.83608,1.0,3.679,4.633,3.55,4.433,4.2482,5.688,6.017,2,2
w291296784,w,291296784,unaddressed_residential_building,parkany,улица Ленина,,A,29.51096,46.83167,0.5,3.679,4.516,3.55,4.317,4.2485,5.572,6.018,2,2
w316026035,w,316026035,unaddressed_residential_building,bender_core,улица Петровского,,A,29.47445,46.84264,0.5,3.679,5.819,3.808,6.017,0.4748,1.512,6.545,2,2
w405292298,w,405292298,addressed_residential_building,bender_core,Индустриальная улица,2,A,29.49002,46.79597,1.0,3.679,4.688,3.497,4.402,6.1558,7.928,6.156,2,2
w284657862,w,284657862,unaddressed_residential_building,parkany,улица Шевченко,,A,29.51324,46.83623,0.5,3.68,4.638,3.552,4.438,4.2499,5.693,6.019,2,2
w286744465,w,286744465,unaddressed_residential_building,parkany,улица Пушкина,,A,29.51285,46.83319,0.5,3.68,4.5,3.552,4.3,4.2501,5.555,6.019,2,2
w405292293,w,405292293,unaddressed_residential_building,bender_core,Индустриальная улица,,A,29.48988,46.79624,0.5,3.68,4.69,3.498,4.403,6.1564,7.93,6.156,2,2
w209262259,w,209262259,unaddressed_residential_building,bender_lipcani,Пограничный переулок,,A,29.48692,46.84364,0.5,3.681,5.984,3.749,6.105,1.4442,2.877,6.486,2,2
w319400643,w,319400643,addressed_residential_building,bender_lipcani,Красивая улица,9,A,29.48279,46.84587,1.0,3.681,5.932,3.748,6.053,1.4436,2.825,6.485,2,2
w404774424,w,404774424,addressed_residential_building,bender_lipcani,Подольский переулок,11,A,29.47967,46.84643,1.0,3.681,5.647,3.748,5.768,1.4435,2.54,6.485,2,2
w404798032,w,404798032,unaddressed_residential_building,bender_lipcani,Подольский переулок,,A,29.47947,46.84651,0.5,3.681,5.649,3.749,5.77,1.4442,2.542,6.486,2,2
n2457586657,n,2457586657,addressed_residential_building,parkany,улица Ленина,47,A,29.51084,46.83161,1.0,3.682,4.52,3.553,4.32,4.2512,5.575,6.02,2,2
n2459417402,n,2459417402,addressed_residential_building,parkany,улица Пушкина,24,A,29.51239,46.83307,1.0,3.682,4.503,3.554,4.303,4.2519,5.558,6.021,2,2
w667705936,w,667705936,addressed_residential_building,bender_lipcani,Красивая улица,14,A,29.4835,46.84636,1.0,3.682,5.784,3.749,5.905,1.4448,2.677,6.486,2,2
w291296787,w,291296787,unaddressed_residential_building,parkany,улица Ленина,,A,29.51046,46.83151,0.5,3.683,4.523,3.554,4.323,4.2526,5.578,6.022,2,2
w318122840,w,318122840,unaddressed_residential_building,bender_core,улица Тамары Кручок,,A,29.49058,46.79777,0.5,3.683,4.758,3.501,4.472,6.1597,7.998,6.16,2,2
w399048975,w,399048975,unaddressed_residential_building,bender_lipcani,Красивая улица,,A,29.4838,46.84638,0.5,3.683,5.787,3.751,5.908,1.4465,2.68,6.488,2,2
w284664993,w,284664993,unaddressed_residential_building,parkany,улица Димитрова,,A,29.50864,46.83789,0.5,3.684,4.678,3.555,4.478,4.2533,5.733,6.022,2,2
n2459596454,n,2459596454,addressed_residential_building,parkany,Садовая улица,13,A,29.50716,46.83707,1.0,3.685,4.891,3.557,4.692,4.2548,5.947,6.024,2,2
